"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"5819","MO-HBW-R-BULK/I0013","HBW-R-KA/I0013","HBW-R-KA/I0013","NDC","JADWAL BARU","1","2023-06-05 22:40:42+07","2023-06-03","2023-06-06","Kahf Relaxing and Acne Fight Body Wash 200 ml","Next Process","Done","HBW-R-KA","FJ05A",""
"5820","MO-FS-RLN2-BULK/I0046","FS-RLN2-W/I0031","FS-RLN2-W/I0031","NDC","JADWAL BARU","1","2023-06-05 22:40:42+07","2023-06-05","2023-06-21","Wardah Lightening Gentle Exfoliator 50 ml","Next Process","Done","FS-RLN2-W","FJ03A",""
"5821","MO-S-G-BULK/I0009","S-P1G-P200/I0009","S-P1G-P200/I0009","NDC","JADWAL BARU","1","2023-06-05 21:52:06+07","2023-06-02","2023-06-06","Putri Shampoo Ginseng 200 ML (Pc(s))","Next Process","Done","S-P1G-P200","FJ02A",""
"5822","MO-REM-RBSMW-BULK/I0029","REM-RBSMWN1-EM/I0021","REM-RBSMWN1-EM/I0021","NDC","JADWAL BARU","1","2023-06-05 21:52:06+07","2023-05-29","2023-06-14","Emina Bright Stuff Micellar Water 100 ml","Next Process","Done","REM-RBSMWN1-EM","FJ03A",""
"5823","MO-L-EMCF-BULK/I0005","L-EMCF-W/I0005","L-EMCF-W/I0005","NDC","JADWAL BARU","1","2023-06-05 21:43:44+07","2023-05-30","2023-06-05","Wardah Exclusive Matte Lip Cream 24 Cherry-Go-Round 4 g","Next Process","Done","L-EMCF-W","FJ01A",""
"5824","MO-FW-PCSAC-BULK/I0262","FW-PCSAC-KA/I0261","FW-PCSAC-KA/I0261","NDC","JADWAL BARU","1","2023-06-05 21:36:34+07","2023-05-29","2023-06-14","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","FJ03A",""
"5825","MO-L-PTMCD-BULK/I0009","L-PTMCD-MO/I0009","L-PTMCD-MO/I0009","NDC","JADWAL BARU","1","2023-06-05 21:36:20+07","2023-05-30","2023-06-03","MAKE OVER Powerstay Transferproof Matte Lip Cream B12 Feisty 7 g","Next Process","Done","L-PTMCD-MO","FJ02A",""
"5826","MO-L-MLCM-BULK/I0039","L-MLCM-OMG/BSI0003","L-MLCM-OMG/BSI0003","NDC","JADWAL BARU","1","2023-06-05 21:17:00+07","2023-06-05","2023-06-10","OMG Oh My Glam Matte Kiss Lip Cream 13 Latte 3.5 g","Next Process","Done","L-MLCM-OMG","(not set)",""
"5827","MO-L-MLCM-BULK/I0047","L-MLCM-OMG/I0046","L-MLCM-OMG/I0046","NDC","JADWAL BARU","1","2023-06-05 21:17:00+07","2023-05-29","2023-06-05","OMG Oh My Glam Matte Kiss Lip Cream 13 Latte 3.5 g","Next Process","Done","L-MLCM-OMG","EJ29A",""
"5828","MO-LAR-WGL%-BULK/LI0024","LAR-WGL%-BULK/LI0024","LAR-WGL%-BULK/LI0024","QC BULK","MASUK SPESIFIKASI","1","2023-06-05 20:16:21+07","2023-06-05","2023-06-06","Larutan Warna Green Larut Minyak 0.02 % Bulk (Kg)","Next Process","Done","LAR-WGL%-BULK","FJ05A",""
"5829","MO-L-IMC001-BULK/I0013","L-IMC001-MO6,5G/I0013","L-IMC001-MO6,5G/I0013","NDC","JADWAL BARU","1","2023-06-05 20:14:16+07","2023-05-29","2023-06-11","MAKE OVER Intense Matte Lip Cream 001 Lavish 6,5 g (Pc(s))","Next Process","Done","L-IMC001-MO6,5G","FJ03A",""
"5830","MO-B-PT02-BULK/I0039","B-PT02-MO35G/I0039","B-PT02-MO35G/I0039","NDC","JADWAL BARU","1","2023-06-05 20:14:16+07","2023-05-15","2023-06-10","MAKE OVER Silky Smooth Translucent Powder 02 Rosy 35 g (Pc(s))","Next Process","Done","B-PT02-MO35G","FJ03A",""
"5831","MO-L-PVW07-BULK/I0001","L-PVW07-MO/I0001","L-PVW07-MO/I0001","NDC","JADWAL BARU","1","2023-06-05 20:14:05+07","2023-05-30","2023-06-05","MAKE OVER Powerstay Vivid Waterlite Lip Stain A07 XOXO 5.5 g","Next Process","Done","L-PVW07-MO","EJ31A",""
"5832","MO-SS-UVSAFE-BULK/I0035","SS-UVSAFE-W/I0025","SS-UVSAFE-W/I0025","NDC","JADWAL BARU","1","2023-06-05 20:14:05+07","2023-05-29","2023-06-14","Wardah UV Shield Aqua Fresh Essence SPF 50 30 ml","Next Process","Done","SS-UVSAFE-W","FJ03A",""
"5833","MO-LB-LM-BULK/I0010","LB-LMPB-EM/BSI0005","LB-LMPB-EM/BSI0005","NDC","JADWAL BARU","1","2023-06-05 19:58:26+07","2023-05-29","2023-06-09","Emina Lip Mask 9 gr (Blister Version)","Next Process","Done","LB-LMPB-EM","(not set)",""
"5834","MO-TC-PMW12-BULK/I0018","TC-PMW12-MO/I0018","TC-PMW12-MO/I0018","NDC","JADWAL BARU","1","2023-06-05 19:36:46+07","2023-05-17","2023-06-10","MAKE OVER Powerstay Matte Powder Foundation W12 Warm Marble 12 g","Next Process","Done","TC-PMW12-MO","FJ02A",""
"5835","MO-L-CHC05-BULK/I0024","L-CHC05-MO/I0024","L-CHC05-MO/I0024","NDC","JADWAL BARU","1","2023-06-05 19:36:46+07","2023-05-22","2023-06-11","MAKE OVER Color Hypnose Creamy Lipmatte 05 Scandal 4.3 g","Next Process","Done","L-CHC05-MO","FJ03A",""
"5836","MO-BO-MMB05-BULK/I0020","BO-MMB05-MO/I0020","BO-MMB05-MO/I0020","NDC","JADWAL BARU","1","2023-06-05 19:36:46+07","2023-05-22","2023-06-11","MAKE OVER Multifix Matte Blusher 05 Heatshot 9 g","Next Process","Done","BO-MMB05-MO","FJ02A",""
"5837","MO-TC-PC03-BULK/I0088","TC-R2RE03-W/I0026","TC-R2RE03-W/I0026","NDC","JADWAL BARU","1","2023-06-05 19:16:23+07","2023-05-23","2023-06-10","Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","Next Process","Done","TC-R2RE03-W","FJ02A",""
"5838","MO-PUS-2P-BULK/I0010","FL-P1-P720/I0010","FL-P1-P720/I0010","NDC","JADWAL BARU","1","2023-06-05 19:16:00+07","2023-06-03","2023-06-05","Putri Pustreite Step 2 720 ML (Pc(s))","Next Process","Done","FL-P1-P720","FJ03A",""
"5839","MO-BO-SCC08-BULK/I0012","BO-SKCC08-MO6G/I0006","BO-S08CC6GRRNFS-MO/I0006","NDC","JADWAL BARU","1","2023-06-05 17:16:47+07","2023-05-29","2023-06-10","MAKE OVER BO Single 08 Cruise Coral 6 g (Pc(s))","Next Process","Done","BO-SKCC08-MO6G","FJ03A",""
"5840","MO-F-HGFW50-BULK/I0001","F-HGFW50-MO/I0001","F-HGFW50-MO/I0001","NDC","JADWAL BARU","1","2023-06-05 17:16:13+07","2023-06-02","2023-06-07","MAKE OVER Hydrastay Glow Fluid Foundation N50 Tan 35 ml","Next Process","Done","F-HGFW50-MO","FJ02A",""
"5841","MO-TC-R3LLF02-BULK/I0104","TC-RR3LLF02-W/I0046","TC-RR3LLF02-W/I0046","NDC","JADWAL BARU","1","2023-06-05 16:41:21+07","2023-05-30","2023-06-10","Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-RR3LLF02-W","FJ02A",""
"5842","MO-FW-FW01-BULK/I0131","FW-FW01-KA/I0132","FW-FW01-KA/I0132","NDC","JADWAL BARU","1","2023-06-05 15:52:40+07","2023-05-29","2023-06-14","Kahf Gentle Exfoliating Face Scrub 100 ml","Next Process","Done","FW-FW01-KA","FJ03B",""
"5843","MO-REM-OIMW-BULK/I0020","REM-OIMW-MO/I0020","REM-OIMW-MO/I0020/01/01","NDC","JADWAL BARU","1","2023-06-05 15:52:40+07","2023-06-02","2023-06-03","MAKE OVER POWERSKIN Bi-Phase Oil Micellar Water 200 ml","Next Process","Done","REM-OIMW-MO","FJ02A",""
"5844","MO-REM-OIMWB-BULK/I0020","REM-OIMW-MO/I0020","REM-OIMW-MO/I0020/02/01","NDC","JADWAL BARU","1","2023-06-05 15:52:40+07","2023-05-31","2023-06-03","MAKE OVER POWERSKIN Bi-Phase Oil Micellar Water 200 ml","Next Process","Done","REM-OIMW-MO","FJ02A",""
"5845","MO-TC-PC02-BULK/I0063","TC-PC02-MO12G/I0024","TC-PC02-MO12G/I0024","NDC","JADWAL BARU","1","2023-06-05 15:39:25+07","2023-05-16","2023-06-10","MAKE OVER Perfect Cover TWC 02 Coral 12 g (Pc(s))","Next Process","Done","TC-PC02-MO12G","FJ01A",""
"5846","MO-B-PT01-BULK/I0048","B-PT01-MO35G/I0048","B-PT01-MO35G/I0048","NDC","JADWAL BARU","1","2023-06-05 15:39:25+07","2023-05-15","2023-06-10","MAKE OVER Silky Smooth Translucent Powder 01 Porcelain 35 g (Pc(s))","Next Process","Done","B-PT01-MO35G","FJ03A",""
"5847","MO-WARN-RED3ASTDMS-BULK/I0041","WARN-RED3ASTDMS-BULK/I0041","WARN-RED3ASTDMS-BULK/I0041","QC BULK","MASUK SPESIFIKASI","1","2023-06-05 15:39:19+07","2023-06-03","2023-06-06","Monokrom Serbuk Warna Merah 3 AS","Next Process","Done","WARN-RED3ASTDMS-BULK","FJ05B",""
"5848","","FW-RHMF-W/I0018","FW-RHMF-W/I0018","NDC","JADWAL BARU","1","2023-06-05 15:33:20+07","2023-06-05","2023-06-21","Wardah Hydra Rose Gel to Foam cleanser 100 ml","Next Process","Done","FW-RHMF-W","(not set)",""
"5849","MO-ES-W0I-01 BULK/I0020","ES-W0I-W3,3GR/I0010","ES-W0I-W3,3GR/I0010/01/01","NDC","JADWAL BARU","1","2023-06-05 15:32:09+07","2023-05-27","2023-06-05","Wardah Eye Shadow I 3,3 gr (pc(s))","Next Process","Done","ES-W0I-W3,3GR","EJ29A",""
"5850","MO-ES-PRPPH02-BULK/I0008","ES-PRPPH-EM3.3GR/I0008","ES-PRPPH-EM3.3GR/I0008/02/01","NDC","JADWAL BARU","1","2023-06-05 15:32:09+07","2023-05-31","2023-06-05","Emina Pop Rouge Pressed Eye Shadow Posh 3.3 gr (Pc(s))","Next Process","Done","ES-PRPPH-EM3.3GR","EJ31A",""
"5851","MO-ES-W0I-03 BULK/I0010","ES-W0I-W3,3GR/I0010","ES-W0I-W3,3GR/I0010/03/01","NDC","JADWAL BARU","1","2023-06-05 15:32:09+07","2023-05-30","2023-06-05","Wardah Eye Shadow I 3,3 gr (pc(s))","Next Process","Done","ES-W0I-W3,3GR","EJ31A",""
"5852","MO-ES-W1D-02 BULK/I0008","ES-PRPPH-EM3.3GR/I0008","ES-PRPPH-EM3.3GR/I0008/01/01","NDC","JADWAL BARU","1","2023-06-05 15:32:09+07","2023-05-30","2023-06-05","Emina Pop Rouge Pressed Eye Shadow Posh 3.3 gr (Pc(s))","Next Process","Done","ES-PRPPH-EM3.3GR","EJ31A",""
"5853","MO-ES-PRPPH03-BULK/I0008","ES-PRPPH-EM3.3GR/I0008","ES-PRPPH-EM3.3GR/I0008/03/01","NDC","JADWAL BARU","1","2023-06-05 15:32:09+07","2023-05-31","2023-06-05","Emina Pop Rouge Pressed Eye Shadow Posh 3.3 gr (Pc(s))","Next Process","Done","ES-PRPPH-EM3.3GR","EJ31A",""
"5854","MO-ES-W0I-02 BULK/I0014","ES-W0I-W3,3GR/I0010","ES-W0I-W3,3GR/I0010/02/01","NDC","JADWAL BARU","1","2023-06-05 15:32:09+07","2023-05-29","2023-06-05","Wardah Eye Shadow I 3,3 gr (pc(s))","Next Process","Done","ES-W0I-W3,3GR","EJ30A",""
"5855","-","DUSS-PR20R0-EM/PLI0001","DUSS-PR20R0-EM/PLI0001","PLANNER","(not set)","1","2023-06-05 15:25:00+07","2023-06-09","2023-06-09","Dus Sticker Pore Ranger 20 Emina Malaysia","Next Process","Done","DUSS-PR20R0-EM","(not set)",""
"5856","(not set)","DUSS-PCRTWC02R0-MO/I0002","DUSS-PCRTWC02R0-MO/I0002","QC FG","JADWAL BARU","1","2023-06-05 15:10:31+07","2023-06-05","2023-06-09","Dus Sticker Perfect Cover Refill TWC 02 Coral REV-0 Make Over","Next Process","Done","DUSS-PCRTWC02R0-MO","(not set)",""
"5857","MO-TC-PMW22-BULK/I0036","TC-PMW22-MO12G/I0036","TC-PMW22-MO12G/I0036","NDC","JADWAL BARU","1","2023-06-05 14:41:26+07","2023-05-16","2023-06-10","MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g","Next Process","Done","TC-PMW22-MO12G","EJ31A",""
"5858","MO-CUS-CLPGCE-BULK/I0008","CUS-CLPGCE-W/I0008","CUS-CLPGCE-W/I0008","NDC","JADWAL BARU","1","2023-06-05 14:39:20+07","2023-05-31","2023-06-05","Wardah Colorfit Perfect Glow Cushion 33W Olive Beige 15 g","Next Process","Done","CUS-CLPGCE-W","FJ02A",""
"5859","MO-B-DMCP02-BULK/I0027","B-DMCP02-EM/I0025","B-DMCP02-EM/I0025","NDC","JADWAL BARU","1","2023-06-05 14:35:29+07","2023-05-31","2023-06-10","Emina Daily Matte Compact Powder 02 Natural 11 g","Next Process","Done","B-DMCP02-EM","FJ01A",""
"5860","MO-L-SLWCD-BULK/I0021","L-SLWCD-W/I0020","L-SLWCD-W/I0020","NDC","JADWAL BARU","1","2023-06-05 14:35:29+07","2023-05-31","2023-06-05","Wardah Colorfit Last All Day Lip Paint 03 Stick To Latte 4.2 g","Next Process","Done","L-SLWCD-W","FJ01A",""
"5861","MO-TC-R3LEC01-BULK/I0030","TC-R3LEC01-W/I0020","TC-R3LEC01-W/I0020","NDC","JADWAL BARU","1","2023-06-05 14:35:29+07","2023-05-23","2023-06-10","Wardah Lightening Powder Foundation Extra Cover 01 Light Beige 10 g","Next Process","Done","TC-R3LEC01-W","FJ01A",""
"5862","MO-HBW-TBWD-BULK/I0001","HBW-TBWN3D-BD/I0001","HBW-TBWN3D-BD/I0001","NDC","JADWAL BARU","1","2023-06-05 14:34:56+07","2023-05-31","2023-06-05","TESTER Biodef Natural Protection Mint + Yuzu Body Wash 60 ml","Next Process","Done","HBW-TBWN3D-BD","FJ02A",""
"5863","MO-HBW-BW-BULK/I0071","HBW-NFSBWN1A-BD/I0001","HBW-NFSBWN1A-BD/I0001","NDC","JADWAL BARU","1","2023-06-05 14:34:56+07","2023-05-30","2023-06-05","Biodef NFS Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami 15 ml","Next Process","Done","HBW-NFSBWN1A-BD","EJ31A",""
"5864","MO-PUS-PL-BULK/I0046","LU-P1P3P-P720/I0046","LU-P1P3P-P720/I0046","NDC","JADWAL BARU","1","2023-06-05 14:34:56+07","2023-06-03","2023-06-05","Putri Platinum Pustreite Step 1 720 ML (Pc(s))","Next Process","Done","LU-P1P3P-P720","FJ03C",""
"5865","MO-HBW-R-BULK/I0009","HBW-R-KA/BSI0001","HBW-R-KA/BSI0001","NDC","JADWAL BARU","1","2023-06-05 14:01:31+07","2023-05-30","2023-06-05","Kahf Relaxing and Acne Fight Body Wash 200 ml","Next Process","Done","HBW-R-KA","(not set)",""
"5866","MO-PRM-RRIPSP-BULK/I0014","PRM-RRIPSP-W/I0013","PRM-RRIPSP-W/I0013","NDC","JADWAL BARU","1","2023-06-05 14:01:31+07","2023-06-02","2023-06-06","Instaperfect Blur Mattifying Primer 20 ml","Next Process","Done","PRM-RRIPSP-W","FJ03A",""
"5867","MO-BO-CLCPI-BULK/I0005","BO-CLCPI-EM10ML/I0005","BO-CLCPI-EM10ML/I0005","NDC","JADWAL BARU","1","2023-06-05 13:50:36+07","2023-06-02","2023-06-06","Emina Cheek Lit Cream Blush Pink 10 ml (Pc(s))","Next Process","Done","BO-CLCPI-EM10ML","FJ03A",""
"5868","MO-TWC-CLFTC-BULK/I0048","TWC-CLFTC-W/I0025","TWC-CLFTC-W/I0025","NDC","JADWAL BARU","1","2023-06-05 13:50:24+07","2023-05-23","2023-06-10","Wardah Colorfit Velvet Powder Foundation 23W Warm Ivory 11 g","Next Process","Done","TWC-CLFTC-W","FJ01A",""
"5869","MO-TC-FC02-MO-BULK/I0014","ES-PSM-MO10G/I0006","ES-PSM-MO10G/I0006/01/01","KEMAS_1","PRESS","1","2023-06-05 13:44:00+07","2023-06-02","2023-06-06","MAKE OVER Eye Shadow Palette Smokey 10 g (Pc(s))","Next Process","(not set)","ES-PSM-MO10G","FJ03A",""
"5870","MO-L-HSLWF-BULK/I0009","L-HSLWF-MO/I0009","L-HSLWF-MO/I0009","NDC","JADWAL BARU","1","2023-06-05 13:35:43+07","2023-05-29","2023-06-11","Make Over Hydrastay Smooth Lip Whip C06 Lively 6.5 g","Next Process","Done","L-HSLWF-MO","FJ02A",""
"5871","MO-TC-PMW33-BULK/I0032","TC-PMW33-MO12G/I0032","TC-PMW33-MO12G/I0032","NDC","JADWAL BARU","1","2023-06-05 13:35:43+07","2023-05-17","2023-06-10","MAKE OVER Powerstay Matte Powder Foundation W33 Honey Beige 12 g","Next Process","Done","TC-PMW33-MO12G","EJ31A",""
"5872","MO-L-CPRLC02-BULK/I0004","L-CPRLC02-W/I0004","L-CPRLC02-W/I0004","NDC","JADWAL BARU","1","2023-06-05 13:35:43+07","2023-05-15","2023-06-11","CRYSTALLURE Precious Liquid Lip Couture 02 Sophistique 6.5 g","Next Process","Done","L-CPRLC02-W","FJ02A",""
"5873","MO-ES-M-BULK/I0007","ES-PSM-MO10G/I0006","ES-PSM-MO10G/I0006/05/01","KEMAS_1","PRESS","1","2023-06-05 12:53:00+07","2023-05-31","2023-06-06","MAKE OVER Eye Shadow Palette Smokey 10 g (Pc(s))","Next Process","(not set)","ES-PSM-MO10G","FJ01A",""
"5874","(not set)","DUSS-PCRTWC03R0-MO/I0001","DUSS-PCRTWC03R0-MO/I0001","QC FG","JADWAL BARU","1","2023-06-05 12:24:51+07","2023-06-05","2023-06-09","Dus Sticker Perfect Cover Refill TWC 03 Maple REV-0 Make Over","Next Process","Done","DUSS-PCRTWC03R0-MO","(not set)",""
"5875","MO-F-HGFW42-BULK/I0002","F-HGFW42-MO/I0002","F-HGFW42-MO/I0002","NDC","JADWAL BARU","1","2023-06-05 11:37:31+07","2023-05-31","2023-06-07","MAKE OVER Hydrastay Glow Fluid Foundation W42 Warm Sand 35 ml","Next Process","Done","F-HGFW42-MO","FJ02A",""
"5876","(not set)","DUSS-SSTP07R0-MO/I0002","DUSS-SSTP07R0-MO/I0002","QC FG","JADWAL BARU","1","2023-06-05 11:32:41+07","2023-06-05","2023-06-06","Dus Sticker Silky Smooth Translucent Powder 07 Make Over (Barcode)","Next Process","Done","DUSS-SSTP07R0-MO","(not set)",""
"5877","(not set)","DUSS-PCRTWC04R0-MO/I0002","DUSS-PCRTWC04R0-MO/I0002","QC FG","JADWAL BARU","1","2023-06-05 11:04:39+07","2023-06-05","2023-06-06","Dus Sticker Perfect Cover Refill TWC 04 Desert REV-0 Make Over","Next Process","Done","DUSS-PCRTWC04R0-MO","(not set)",""
"5878","(not set)","MY-LTCR01-EM/I0008","MY-LTCR01-EM/I0008","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Emina Creamytint 01 Brick Town 3.6 g","Next Process","Done","MY-LTCR01-EM","(not set)",""
"5879","(not set)","MY-TWCCLFTH-W/I0011","MY-TWCCLFTH-W/I0011","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Wardah Colorfit Velvet Powder Foundation 52N Almond 11 g","Next Process","Done","MY-TWCCLFTH-W","(not set)",""
"5880","(not set)","MY-LTMPSG-EM/I0004","MY-LTMPSG-EM/I0004","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Emina Magic Potion 02 Sunglow 5.5 ml","Next Process","Done","MY-LTMPSG-EM","(not set)",""
"5881","(not set)","MY-LSLWCL-W/I0016","MY-LSLWCL-W/I0016","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Wardah Colorfit Last All Day Lip Paint 05 Stay Russet 4.2 g","Next Process","Done","MY-LSLWCL-W","(not set)",""
"5882","(not set)","MY-MBSACNE-EM/I0003","MY-MBSACNE-EM/I0003","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Emina Bright Stuff for Acne Prone Skin Moisturizing Cream 20 ml","Next Process","Done","MY-MBSACNE-EM","(not set)",""
"5883","(not set)","MY-CUSCLCD-W/I0013","MY-CUSCLCD-W/I0013","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Wardah Colorfit Perfect Glow Cushion 32N Neutral Beige","Next Process","Done","MY-CUSCLCD-W","(not set)",""
"5884","(not set)","MY-RESI-W/I0010","MY-RESI-W/I0010","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Wardah Eye Shadow I 3.3 g","Next Process","Done","MY-RESI-W","(not set)",""
"5885","(not set)","MY-LCM09-EM/I0001","MY-LCM09-EM/I0001","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Emina Creamatte 09 Baby Fox 5.5 gr","Next Process","Done","MY-LCM09-EM","(not set)",""
"5886","(not set)","MY-SRMCAB-W/I0003","MY-SRMCAB-W/I0003","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Crystallure Supreme Activating Booster Essence 30 ml","Next Process","Done","MY-SRMCAB-W","(not set)",""
"5887","(not set)","MY-LCM11-EM/I0003","MY-LCM11-EM/I0003","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-02","Malaysia Emina Creamatte 11 Amazeballs 5.5 gr","Next Process","Done","MY-LCM11-EM","(not set)",""
"5888","(not set)","MY-RLBEVLNGT-W/I0010","MY-RLBEVLNGT-W/I0010","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Wardah Everyday Moisture Lip Nutrition Green Tea 4 g","Next Process","Done","MY-RLBEVLNGT-W","(not set)",""
"5889","(not set)","MY-TCR3LLF04-W/I0014","MY-TCR3LLF04-W/I0014","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Wardah Lightening Powder Foundation Light Feel 04 Natural 12 g","Next Process","Done","MY-TCR3LLF04-W","(not set)",""
"5890","(not set)","MY-LCVM12-W/I0012","MY-LCVM12-W/I0012","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Wardah Colorfit Velvet Matte Lip Mousse 12 Chic Terracotta 4 g","Next Process","Done","MY-LCVM12-W","(not set)",""
"5891","(not set)","MY-FMRLN2-W/I0009","MY-FMRLN2-W/I0009","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Wardah Lightening Blue Clay Mask 50 g","Next Process","Done","MY-FMRLN2-W","(not set)",""
"5892","(not set)","MY-LRIPEI02-W/I0008","MY-LRIPEI02-W/I0008","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Instaperfect Everlast Intense Matte Liquid 02 TIMELESS 4.2 g","Next Process","Done","MY-LRIPEI02-W","(not set)",""
"5893","(not set)","MY-CUSCLCG-W/I0011","MY-CUSCLCG-W/I0011","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Wardah Colorfit Perfect Glow Cushion 42N Neutral Sand","Next Process","Done","MY-CUSCLCG-W","(not set)",""
"5894","(not set)","MY-LNLCB-EM/I0004","MY-LNLCB-EM/I0004","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Emina Poppin’ Matte 02 To Be Honest","Next Process","Done","MY-LNLCB-EM","(not set)",""
"5895","(not set)","MY-EBREPBR-W/I0005","MY-EBREPBR-W/I0005","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Wardah EyeXpert Eyebrow Pencil Brown 1.14 g (Blister)","Next Process","Done","MY-EBREPBR-W","(not set)",""
"5896","(not set)","MY-RBOE01-W/I0005","MY-RBOE01-W/I0005","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Wardah Exclusive Blush On 01 Rosy Pink 6.5 g","Next Process","Done","MY-RBOE01-W","(not set)",""
"5897","(not set)","MY-ESPRPNS-EM/I0003","MY-ESPRPNS-EM/I0003","NDC","JADWAL BARU","1","2023-06-05 10:57:42+07","2023-06-02","2023-06-05","Malaysia Emina Pop Rouge Pressed Eye Shadow Nude 3.3 gr (Pc(s))","Next Process","Done","MY-ESPRPNS-EM","(not set)",""
"5898","(not set)","DUSS-SSTP03R0-MO/I0002","DUSS-SSTP03R0-MO/I0002","QC FG","JADWAL BARU","1","2023-06-05 10:55:50+07","2023-06-05","2023-06-09","Dus Sticker Silky Smooth Translucent Powder 03 Make Over (Barcode)","Next Process","Done","DUSS-SSTP03R0-MO","(not set)",""
"5899","(not set)","MY-RESA-W/I0008","MY-RESA-W/I0008","NDC","JADWAL BARU","1","2023-06-05 10:54:12+07","2023-06-02","2023-06-05","Malaysia Wardah Eye Shadow A 3.3 g","Next Process","Done","MY-RESA-W","(not set)",""
"5900","(not set)","MY-RLBEVLNGT-W/I0011","MY-RLBEVLNGT-W/I0011","NDC","JADWAL BARU","1","2023-06-05 10:54:12+07","2023-06-05","2023-06-06","Malaysia Wardah Everyday Moisture Lip Nutrition Green Tea 4 g","Next Process","Done","MY-RLBEVLNGT-W","(not set)",""
"5901","(not set)","MY-LCM08-EM/I0008","MY-LCM08-EM/I0008","NDC","JADWAL BARU","1","2023-06-05 10:54:12+07","2023-06-05","2023-06-06","Malaysia Emina Creamatte 08 Pumpkin Spice 5.5 gr","Next Process","Done","MY-LCM08-EM","(not set)",""
"5902","(not set)","MY-RMASKEEVE-W/I0008","MY-RMASKEEVE-W/I0008","NDC","JADWAL BARU","1","2023-06-05 10:54:12+07","2023-06-02","2023-06-05","Malaysia Wardah EyeXpert The Volume Expert Mascara 7 g","Next Process","Done","MY-RMASKEEVE-W","(not set)",""
"5903","(not set)","MY-RESEP01-W/I0010","MY-RESEP01-W/I0010","NDC","JADWAL BARU","1","2023-06-05 10:54:12+07","2023-06-02","2023-06-05","Malaysia Wardah Exclusive Eyeshadow Palette 01 Sunset Brown 10 g","Next Process","Done","MY-RESEP01-W","(not set)",""
"5904","(not set)","MY-FWRWSABHA-W/I0010","MY-FWRWSABHA-W/I0010","NDC","JADWAL BARU","1","2023-06-05 10:54:12+07","2023-05-31","2023-05-31","Malaysia Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","Next Process","Done","MY-FWRWSABHA-W","(not set)",""
"5905","(not set)","MY-CUSCLCF-W/I0014","MY-CUSCLCF-W/I0014","NDC","JADWAL BARU","1","2023-06-05 10:54:12+07","2023-06-05","2023-06-06","Malaysia Wardah Colorfit Perfect Glow Cushion 43W Golden Sand","Next Process","Done","MY-CUSCLCF-W","(not set)",""
"5906","(not set)","MY-REBEK-W/I0008","MY-REBEK-W/I0008","NDC","JADWAL BARU","1","2023-06-05 10:54:12+07","2023-06-02","2023-06-05","Malaysia Wardah EyeXpert Eyebrow Kit 3 g","Next Process","Done","MY-REBEK-W","(not set)",""
