"Korporat Code","Previous Korporat Code","Transition Status","Batch Split","Production Start Date","Production End Date","Purchase Start Date","Purchase End Date","Supplier Text","Previous Supplier Text","State"
"TUBE-PBCFLOC60R1-W2L","TUBE-PBCFLOC60-W2L","Immediately","no","2021-12-27","","2021-08-06","","BUMIMULIA INDAH LESTARI, PT","BUMIMULIA INDAH LESTARI, PT","Draft"
"TUBE-PBCFLS60R1-W2L","TUBE-PBCFLS60R0-W2L","Immediately","no","2021-12-27","","2021-08-06","","BUMIMULIA INDAH LESTARI, PT","BUMIMULIA INDAH LESTARI, PT","Draft"
"TUBE-PCSAFWR1-K","TUBE-PCSAFWR0-K","Immediately","no","","","2022-07-26","","RAPID PLAST INDONESIA, PT","RAPID PLAST INDONESIA, PT","Draft"
"TUBE-RYFW100R1-WPBL","TUBE-RYFW100R0-WPBL","Flow Through","yes","","","","","","BETTS INDONESIA, PT","Draft"
"TUBE-SBSPFR1-E","TUBE-SBSPFR0-E","Immediately","no","2021-12-27","","2021-09-10","","BUMIMULIA INDAH LESTARI, PT; RAPID PLAST INDONESIA, PT","BUMIMULIA INDAH LESTARI, PT","Draft"
"TUBE-TPSMR1-K","TUBE-TPSMR0-K","Immediately","no","2021-12-27","","2021-07-07","","RAPID PLAST INDONESIA, PT","RAPID PLAST INDONESIA, PT","Draft"
"BOTO-GAACS15R1-W","BOTO-GAACS20-W","Flow Through","no","","","2022-03-16","","DERMA KEMAS TEJAHAKARA, PT","DERMA KEMAS TEJAHAKARA, PT","Draft"
"DUS-AACS15R1-W","DUS-AACS15R0-W","Flow Through","yes","","","2022-02-09","","ASTI INDOGRAPH, PT","ASTI INDOGRAPH, PT","Draft"
"STIC-ERRD22R2-E","STIC-EPRD22-E","Immediately","no","","","2022-01-27","","BEST LABEL, PT","BEST LABEL, PT","Draft"
"STIC-SEPJGR1-L","STIC-SEPJGR0-L","Immediately","no","","","2022-01-28","","PELITA ABADI JAYA, CV","PELITA ABADI JAYA, CV","Draft"
"DUS-FCKR2-MO","DUS-FCKR1-MO","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"STIC-BFCKR4-MO","STIC-BFCKR3-MO","Flow Through","no","","","2022-02-16","","THEIA DIGILAB INDONESIA, PT","","Draft"
"TUBE-RYEC10R1-W","TUBE-RYEC10R0-W","Flow Through","yes","","","2022-02-14","","PREMIER PLUS CO., LTD.","PREMIER PLUS CO., LTD.","Draft"
"STIC-VPVLS2R1-MO","STIC-VPVLS2R0-MO","Immediately","no","","","2022-06-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-VPVLS6R1-MO","STIC-VPVLS6R0-MO","Immediately","no","","","2022-04-19","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-VPVLS8R1-MO","STIC-VPVLS8R0-MO","Immediately","no","","","2022-04-19","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"IBOX-12ELRLR1-W","IBOX-12ELRLR0-WDNF","Flow Through","yes","","","2022-02-21","","WARNA KREASI SELARAS, PT","MULIAOFFSET PACKINDO, PT","Draft"
"IBOX-12IMLPR2-IP","IBOX-12IMLPR1-WDNF","Flow Through","yes","","","2022-02-23","","WARNA KREASI SELARAS, PT","MULIAOFFSET PACKINDO, PT","Draft"
"IBOX-12IMSLR2-IP","IBOX-12IMSLR1-WDNF","Flow Through","yes","","","2022-02-23","","WARNA KREASI SELARAS, PT","MULIAOFFSET PACKINDO, PT","Draft"
"STIC-GBMC225R1-L","STIC-GBMC225R0-L","Flow Through","yes","","","2022-03-04","","BEST LABEL, PT","BEST LABEL, PT","Draft"
"STIC-BCMP43WR1-W","STIC-BCMP43WR0-W","Flow Through","no","","","2022-02-23","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"KB-XENONR1-OMG","KB-XENONR0-OMG","Flow Through","no","","","","","","ALPO SEJAHTERA, PT","Draft"
"TUBE-TAOCDFW100R1-K","TUBE-TAOCDFW100R0-K","Flow Through","no","","","2022-03-08","","RAPID PLAST INDONESIA, PT","RAPID PLAST INDONESIA, PT","Draft"
"BOTO-HFTS1702R3-W","BOTO-HFTS1702R0-W","Flow Through","yes","","","2022-03-10","","DYNAPLAST, PT","DYNAPLAST, PT","Draft"
"BOTO-HFTS170R4-W","BOTO-HFTS170R3-W","Flow Through","yes","","","","","","","Draft"
"DUS-BSMCFR5-E","DUS-BSMCFR4-E","Flow Through","yes","","","","","","PRINTINDO UTAMA, PT","Draft"
"STIC-CSBSSR2-W150","STIC-COVSBSST15-R1PP","Interchangeable","yes","2021-12-27","","2021-04-22","","SATYAMITRA LABELJAYA P., PT","SATYAMITRA LABELJAYA P., PT","Confirmed"
"STIC-COCBBST15-R2PP","STIC-COVCBBST15-R1PP","Interchangeable","yes","2021-12-27","","2020-07-15","","SATYAMITRA LABELJAYA P., PT","SATYAMITRA LABELJAYA P., PT","Confirmed"
"STIC-COCBBOL15-R2PP","STIC-COVCBBOL15-R1PP","Interchangeable","yes","2021-12-27","","2021-12-20","","","SATYAMITRA LABELJAYA P., PT","Confirmed"
"STIC-COCBBMP15-R2PP","STIC-COVCBBMP15-R1PP","Interchangeable","yes","2021-12-27","","2020-07-15","","SATYAMITRA LABELJAYA P., PT","SATYAMITRA LABELJAYA P., PT","Confirmed"
"DUS-ETWCR1R2-WRL","DUS-ETWCR1R1-WRL","Interchangeable","no","2021-12-27","","2021-12-20","","DNP INDONESIA, PT","PURA BARUTAMA, PT (OFFSET)","Confirmed"
"DUS-PTMLC6R1-MO","DUS-PTMLC6R0-MO","Interchangeable","yes","2021-12-27","","2021-04-22","","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Confirmed"
"POT-CSRRC50R1-W","POT-CSRRC50R0-W","Interchangeable","no","2021-12-27","","2020-12-30","","TIGERMANDIRI PRATAMA, PT","TIGERMANDIRI PRATAMA, PT","Confirmed"
"BOTO-HRIT100R1-WKIM","BOTO-HRIT100R0-W","Interchangeable","yes","2021-12-27","","2021-04-22","","JAYATAMA SELARAS, PT","JAYATAMA SELARAS, PT","Confirmed"
"STIC-COCBBMP50-R2PP","STIC-COVCBBMP50-R1PP","Interchangeable","yes","2021-12-27","","2021-12-20","","","PELITA ABADI JAYA, CV","Confirmed"
"CAPP-R250GRR1-PP","CAPP-R250GREENO-PP","Interchangeable","yes","2021-12-27","","2020-01-16","","SANPAK UNGGUL, PT","SANPAK UNGGUL, PT","Confirmed"
"CAPC-EFSLST-W","CAPC-EFSLSR0-WASSM","Interchangeable","no","2021-12-27","","2020-10-02","","TECHPACK ASIA, PT","TECHPACK ASIA, PT","Confirmed"
"CAPC-EMLNHT-W","CAPC-EMLNHR0-WASSM","Interchangeable","no","2021-12-27","","2020-10-02","","TECHPACK ASIA, PT","TECHPACK ASIA, PT","Confirmed"
"CAPC-EFSLGT-W","CAPC-EFSLGR0-WASSM","Interchangeable","no","2021-12-27","","2020-10-02","","TECHPACK ASIA, PT","TECHPACK ASIA, PT","Confirmed"
"CAP-S150SBTR1-W","CAP-S150SBT-WPP","Interchangeable","yes","2021-12-27","","2021-04-22","","HIDAYAT PUTRA INDUSTRI, PT","HIDAYAT PUTRA INDUSTRI, PT","Confirmed"
"STIC-COCBBST50-R2PP","STIC-COVCBBST50-R1PP","Interchangeable","yes","2021-12-27","","2021-12-20","","","PELITA ABADI JAYA, CV","Confirmed"
"POT-GRYDC30R1-W","POT-GRDWR0-W","Interchangeable","yes","2021-12-27","","2021-12-20","","","TIGERMANDIRI PRATAMA, PT","Confirmed"
"DUS-RYAADCCR2-WIMVG","DUS-RYAADCCR1-WIMVG","Interchangeable","yes","2021-12-27","","2021-12-20","","","PURA BARUTAMA, PT (OFFSET)","Confirmed"
"STIC-COCBBOL50-R2PP","STIC-COVCBBOL50-R1PP","Interchangeable","yes","2021-12-27","","2021-12-20","","","PELITA ABADI JAYA, CV","Confirmed"
"STIC-SEFCCR0-W","STIC-SEFCCR1-W","Interchangeable","yes","2021-12-27","","2020-07-15","","SATYAMITRA LABELJAYA P., PT","SATYAMITRA LABELJAYA P., PT","Confirmed"
"PLU-PGWSNCR1-W","PLU-PGSNR0-W","Interchangeable","yes","2021-12-27","","2021-12-20","","","TIGERMANDIRI PRATAMA, PT","Confirmed"
"IBOX-12RIPFR1-WIP","IBOX-12RIPFR0-WIP","Interchangeable","yes","2021-12-27","","2021-07-14","","WARNA KREASI SELARAS, PT","MULIAOFFSET PACKINDO, PT","Confirmed"
"PLU-PGWSDCR1-W","PLU-PGSDR0-W","Interchangeable","yes","2021-12-27","","2021-12-20","","","JIEYANG JIAOGUAN PLASTIC COMPANY LIMITED; TIGERMANDIRI PRATAMA, PT","Confirmed"
"PLU-PPBLANCT-X","PLU-LFT125-W","Interchangeable","yes","2021-12-27","","2021-04-22","","NATAMAS PLAST, PT","NATAMAS PLAST, PT","Confirmed"
"STIC-FNDAH250R1-W","STIC-FNDAH250R0-W","Interchangeable","yes","2021-12-27","","2021-04-22","","BEST LABEL, PT","BEST LABEL, PT","Confirmed"
"PUFF-TWCNBRR1-W","PUFF-TWCNBRD545-T","Interchangeable","yes","2021-12-27","","2021-02-05","","WORLD COSMETIC SPONGE INDONESIA, PT","MS UNION INTERNASIONAL, PT; SUZHOU JESPON COSMETIC ACCESSORY CO.,LTD","Confirmed"
"CAP-S150SBCR1-W","CAP-S150SBC-WPP","Interchangeable","yes","2021-12-27","","2021-04-22","","HIDAYAT PUTRA INDUSTRI, PT","HIDAYAT PUTRA INDUSTRI, PT","Confirmed"
"PART-KBBS50R1-KMM28L","PART-KBBS50-KMM28L","Interchangeable","yes","2021-12-27","","2021-04-22","","ALPO SEJAHTERA, PT","TRI ""R"" JAYA PURNAMA, PT","Confirmed"
"SPT-LMR1-E","SPT-LMR0-EPPNF","Interchangeable","yes","2021-12-27","","2021-04-22","","NATAMAS PLAST, PT","TIGERMANDIRI PRATAMA, PT","Confirmed"
"DUS-SCSAHGR1-W","DUS-SCSAHGR0-W","Interchangeable","yes","2021-12-27","","2021-04-22","","PURA BARUTAMA, PT (OFFSET)","PURA BARUTAMA, PT (OFFSET); ADHINATA KARYA, PT","Confirmed"
"DUS-BCSROSR1-W","DUS-BCSROSR0-W","Interchangeable","no","2021-12-27","","2021-04-22","","PURA BARUTAMA, PT (OFFSET)","ADHINATA KARYA, PT","Confirmed"
"DUS-CCSROSR1-W","DUS-CCSROSR0-W","Interchangeable","no","2021-12-27","","2021-04-22","","PURA BARUTAMA, PT (OFFSET)","ADHINATA KARYA, PT","Confirmed"
"DUS-SCSROSR1-W","DUS-SCSROSR0-W","Interchangeable","yes","2021-12-27","","2021-04-22","","PURA BARUTAMA, PT (OFFSET)","ADHINATA KARYA, PT","Confirmed"
"MASQ-EMFMPR2-X","MASQ-EMFMPR0-X","Interchangeable","yes","2021-12-27","","2021-12-20","","","COSMAX INDONESIA, PT","Confirmed"
"MASQ-EMFMRR2-X","MASQ-EMFMRR0-X","Interchangeable","yes","2021-12-27","","2021-12-20","","","COSMAX INDONESIA, PT","Confirmed"
"MASQ-EMFMTTOR2-X","MASQ-EMFMTTOR0-X","Interchangeable","yes","2021-12-27","","2021-12-20","","","COSMAX INDONESIA, PT","Confirmed"
"TUBE-AHFW60PBLR2-W","TUBE-AHFW60PBLR1-W","Interchangeable","no","2021-12-27","","2021-04-22","","BETTS INDONESIA, PT","BETTS INDONESIA, PT","Confirmed"
"TUBE-LDC20RLPBLR1-W","TUBE-LDC20RLPBLR0-W","Interchangeable","yes","2021-12-27","","2021-04-22","","ARISU INDONESIA, PT; BETTS INDONESIA, PT","BETTS INDONESIA, PT","Confirmed"
"TUBE-LNC20RLPBLR1-W","TUBE-LNC20RLPBLR0-W","Interchangeable","yes","2021-12-27","","2021-04-22","","ARISU INDONESIA, PT; BETTS INDONESIA, PT","BETTS INDONESIA, PT","Confirmed"
"TUBE-LCM100R0-WPBL","TUBE-LCC100R1-W","Interchangeable","no","2021-12-27","","2021-12-20","","","RAPID PLAST INDONESIA, PT","Confirmed"
"TUBE-LDC20RLR0-W","TUBE-LDC20RLPBLR1-W","Interchangeable","no","2021-12-27","","2020-09-30","","RAPID PLAST INDONESIA, PT","ARISU INDONESIA, PT; BETTS INDONESIA, PT","Confirmed"
"TUBE-LNC20RLR0-W","TUBE-LNC20RLPBLR1-W","Interchangeable","no","2021-12-27","","2020-09-30","","RAPID PLAST INDONESIA, PT","ARISU INDONESIA, PT; BETTS INDONESIA, PT","Confirmed"
"DUS-BSFS30R2-E","DUS-BSFS30R1-E","Interchangeable","yes","2021-12-27","","2021-07-09","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Confirmed"
"BOTO-EMLCR1-W","BOTO-EMLNSR0-W","Interchangeable","no","2021-12-27","","2021-04-22","","KEMAS INDAH MAJU, PT","TECHPACK ASIA, PT","Confirmed"
"CAPA-EMLCR2-W","CAPA-WEMLNSR0-W","Interchangeable","no","2021-12-27","","2021-04-22","","KEMAS INDAH MAJU, PT","TECHPACK ASIA, PT","Confirmed"
"CONT-EFSLSNS-W","CONT-EFSLSR0-WASSM","Interchangeable","no","","","2022-02-28","","ZHEJIANG AXILONE SHUNHUA ALUMINUM & PLASTIC CO.LTD.","TECHPACK ASIA, PT","Draft"
"CAPC-EFSLSNS-W","CAPC-EFSLST-W","Interchangeable","no","","","2022-02-28","","ZHEJIANG AXILONE SHUNHUA ALUMINUM & PLASTIC CO.LTD.","TECHPACK ASIA, PT","Draft"
"CONT-EFSLGNS-W","CONT-EFSLGR0-WASSM","Interchangeable","no","","","2022-02-28","","ZHEJIANG AXILONE SHUNHUA ALUMINUM & PLASTIC CO.LTD.","TECHPACK ASIA, PT","Draft"
"CAPC-EFSLGNS-W","CAPC-EFSLGT-W","Interchangeable","no","","","2022-02-28","","ZHEJIANG AXILONE SHUNHUA ALUMINUM & PLASTIC CO.LTD.","TECHPACK ASIA, PT","Draft"
"TUBE-LSAPINOR0-W","TUBE-LSAR0-W","Interchangeable","yes","2021-12-27","","2021-08-16","","RAPID PLAST INDONESIA, PT","TOP TREND MANUFACTURING, CO.,LTD","Confirmed"
"TUBE-BSSPINOR0-E","TUBE-BSSR0-E","Interchangeable","yes","2021-12-27","","2021-08-16","","RAPID PLAST INDONESIA, PT","TOP TREND MANUFACTURING, CO.,LTD","Confirmed"
"CONT-CULML9TR0-W","CONT-CULML9R0-W","Interchangeable","no","2021-12-27","","2021-08-19","","TIGERMANDIRI PRATAMA, PT","TECHPACK ASIA, PT","Confirmed"
"CONT-CULML10TR0-W","CONT-CULML10R0-W","Interchangeable","no","2021-12-27","","2021-08-19","","TIGERMANDIRI PRATAMA, PT","TECHPACK ASIA, PT","Confirmed"
"CONT-CULML11TR0-W","CONT-CULML11R0-W","Interchangeable","no","2021-12-27","","2021-08-20","","TIGERMANDIRI PRATAMA, PT","TECHPACK ASIA, PT","Confirmed"
"CONT-CULML12TR0-W","CONT-CULML12R0-W","Interchangeable","no","2021-12-27","","2021-08-20","","TIGERMANDIRI PRATAMA, PT","TECHPACK ASIA, PT","Confirmed"
"CAPC-CULML9TR0-W","CAPC-CULML9R0-W","Interchangeable","no","2021-12-27","","2021-08-19","","TIGERMANDIRI PRATAMA, PT","TECHPACK ASIA, PT","Confirmed"
"CAPC-CULML10TR0-W","CAPC-CULML10R0-W","Interchangeable","no","2021-12-27","","2021-08-19","","TIGERMANDIRI PRATAMA, PT","TECHPACK ASIA, PT","Confirmed"
"CAPC-CULML11TR0-W","CAPC-CULML11R0-W","Interchangeable","no","2021-12-27","","2021-08-20","","TIGERMANDIRI PRATAMA, PT","TECHPACK ASIA, PT","Confirmed"
"CAPC-CULML13TR0-W","CAPC-CULML13R0-W","Interchangeable","no","2021-12-27","","2021-08-20","","TIGERMANDIRI PRATAMA, PT","TECHPACK ASIA, PT","Confirmed"
"CONT-EFSLSR0-WASSM","CONT-EFSLSNS-W","Interchangeable","no","2021-12-27","","2021-04-22","","TECHPACK ASIA, PT","ZHEJIANG AXILONE SHUNHUA ALUMINUM & PLASTIC CO.LTD.","Confirmed"
"CONT-EFSLGR0-WASSM","CONT-EFSLGNS-W","Interchangeable","no","2021-12-27","","2021-04-22","","TECHPACK ASIA, PT","ZHEJIANG AXILONE SHUNHUA ALUMINUM & PLASTIC CO.LTD.","Confirmed"
"BOTO-MKLCR0-OMG","BOTO-MKLCKIMR0-OMG","Interchangeable","no","2021-12-27","","2021-01-13","","PT PARAGON TECHNOLOGY AND INNOVATION; TECHPACK ASIA, PT","KEMAS INDAH MAJU, PT","Confirmed"
"CAPA-MKLCR0-OMG","CAPA-MKLCKIMR0-OMG","Interchangeable","no","2021-12-27","","2021-01-13","","PT PARAGON TECHNOLOGY AND INNOVATION; TECHPACK ASIA, PT","KEMAS INDAH MAJU, PT","Confirmed"
"PUFF-TWCNBRD545-T","PUFF-TWCNBRR1-W","Interchangeable","yes","2021-12-27","","2021-04-22","","MS UNION INTERNASIONAL, PT; SUZHOU JESPON COSMETIC ACCESSORY CO.,LTD","WORLD COSMETIC SPONGE INDONESIA, PT","Confirmed"
"TUBE-BSFW50R1-EPBL","TUBE-BSFW50-EPBL","Interchangeable","no","2021-12-27","","2021-04-22","","KIMPAI DYNA TUBE, PT","BETTS INDONESIA, PT","Confirmed"
"TUBE-BSWFW50-EPBL","TUBE-BSWFW50R1-EPBL","Interchangeable","no","2021-12-27","","2021-04-22","","BETTS INDONESIA, PT","","Confirmed"
"TUBE-LDC20RLPBLOB-W","TUBE-LDC20RLPBLR1-W","Interchangeable","yes","","","2022-01-21","","BETTS INDONESIA, PT","ARISU INDONESIA, PT; BETTS INDONESIA, PT","Draft"
"TUBE-LNC20RLPBLOB-W","TUBE-LNC20RLPBLR1-W","Interchangeable","yes","","","2022-01-21","","BETTS INDONESIA, PT","ARISU INDONESIA, PT; BETTS INDONESIA, PT","Draft"
"BOTO-GAACS15R2-W","BOTO-GAACS15R1-W","Immediately","no","","","2022-03-23","","DERMA KEMAS TEJAHAKARA, PT","DERMA KEMAS TEJAHAKARA, PT","Draft"
"DUS-JKLTS01R1-OMG","DUS-JKLTS01R0-OMG","Flow Through","no","","","2022-03-25","","DNP INDONESIA, PT","DNP INDONESIA, PT","Draft"
"DUS-JKLTS02R1-OMG","DUS-JKLTS02R0-OMG","Flow Through","no","","","2022-03-25","","DNP INDONESIA, PT","DNP INDONESIA, PT","Draft"
"DUS-JKLTS03R1-OMG","DUS-JKLTS03R0-OMG","Flow Through","no","","","2022-03-25","","DNP INDONESIA, PT","DNP INDONESIA, PT","Draft"
"DUS-JKLTS04R1-OMG","DUS-JKLTS04R0-OMG","Flow Through","no","","","2022-03-25","","DNP INDONESIA, PT","DNP INDONESIA, PT","Draft"
"STIC-VTESBGR0-MO","STIC-BCESTBGMO-PW1W3","Flow Through","no","","","2022-03-11","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VTESDCR0-MO","STIC-BCESTDCMO-PW1W3","Flow Through","no","","","2022-03-11","","PELITA ABADI JAYA, CV","","Draft"
"STIC-VTESEBR0-MO","STIC-BCESTEBMO-PW1W3","Flow Through","no","","","2022-03-11","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VTESESR0-MO","STIC-BCESTENMO-PW1W3","Flow Through","no","","","2022-03-11","","PELITA ABADI JAYA, CV","MITRA ABADI PRINTING","Draft"
"STIC-VTESGER0-MO","STIC-BCESTGEMO-PW1W3","Flow Through","no","","","2022-03-11","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VTESISR0-MO","STIC-BCESTISMO-PW1W3","Flow Through","no","","","2022-03-11","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VTESLSR0-MO","STIC-BCESTLAMO-PW1W3","Flow Through","no","","","2022-03-11","","PELITA ABADI JAYA, CV","MITRA ABADI PRINTING","Draft"
"STIC-VTESMTR0-MO","STIC-BCESTMFMO-PW1W3","Flow Through","no","","","2022-03-11","","PELITA ABADI JAYA, CV","MITRA ABADI PRINTING","Draft"
"STIC-VTESNNR0-MO","STIC-BCESTNNMO-PW1W3","Flow Through","no","","","2022-03-11","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-VTESSBR0-MO","STIC-BCESTSBMO-PW1W3","Flow Through","no","","","2022-03-11","","PELITA ABADI JAYA, CV","THEIA DIGILAB INDONESIA, PT","Draft"
"BOTO-PTMLCR2-MO","BOTO-PTMLCR1-MO","Immediately","no","","","","","","YU RONG COSMETICS PACKAGING LIMITED","Draft"
"CUS-PDCCN50R1-MO","CUS-PDCCN50R0-MO","Flow Through","no","","","2022-03-16","","COSMAX INDONESIA, PT","COSMAX INDONESIA, PT","Draft"
"CUS-PDCCW30R1-MO","CUS-PDCCW30R0-MO","Flow Through","no","","","2022-03-16","","COSMAX INDONESIA, PT","COSMAX INDONESIA, PT","Draft"
"CUS-PDCCW42R1-MO","CUS-PDCCW42R0-MO","Flow Through","no","","","2022-03-16","","COSMAX INDONESIA, PT","COSMAX INDONESIA, PT","Draft"
"STIC-BOTEMLC13R-1WPS","STIC-BOTEMLC13R-0WPS","Flow Through","no","","","","","","MITRA ABADI PRINTING","Draft"
"TUBE-RYDC15R1-WPBL","TUBE-RYDC15R0-WPBL","Flow Through","yes","","","2022-05-31","","ARISU INDONESIA, PT","BETTS INDONESIA, PT","Draft"
"TUBE-RYNC15R1-WPBL","TUBE-RYNC15R0-WPBL","Flow Through","yes","","","2022-05-31","","ARISU INDONESIA, PT","BETTS INDONESIA, PT","Draft"
"STIC-BTSSBW-BD","STIC-FBTSSBW-BD","Immediately","no","","","2022-03-22","","BEST LABEL, PT","BEST LABEL, PT","Draft"
"STIC-FTGTBW-BD","STIC-FBTGTBW-BD","Immediately","no","","","2022-03-22","","BEST LABEL, PT","BEST LABEL, PT","Draft"
"STIC-FTYZBW-BD","STIC-FBTYZBW-BD","Immediately","no","","","2022-03-22","","BEST LABEL, PT","BEST LABEL, PT","Draft"
"STIC-BTGTBW-BD","STIC-FBTGTBW-BD","Immediately","no","","","2022-03-22","","BEST LABEL, PT","BEST LABEL, PT","Draft"
"STIC-BTYZBW-BD","STIC-FBTYZBW-BD","Immediately","no","","","2022-03-22","","BEST LABEL, PT","BEST LABEL, PT","Draft"
"STIC-FTSSBW-BD","STIC-FBTSSBW-BD","Immediately","no","","","2022-03-22","","BEST LABEL, PT","BEST LABEL, PT","Draft"
"STIC-BRCPGC32NR1-W","STIC-BRCPGC32NR0-W","Flow Through","no","","","2022-04-13","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BRCPGC23WR1-W","STIC-BRCPGC23WR0-W","Flow Through","no","","","2022-04-13","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BRCPGC22NR1-W","STIC-BRCPGC22NR0-W","Flow Through","no","","","2022-04-13","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BRCPGC11CR1-W","STIC-BRCPGC11CR0-W","Flow Through","no","","","2022-04-13","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BCPGC52NR1-W","STIC-BCPGC52NR0-W","Flow Through","no","","","2022-04-13","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BCPGC42NR1-W","STIC-BCPGC42NR0-W","Flow Through","no","","","2022-04-13","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BCPGC43WR1-W","STIC-BCPGC43WR0-W","Flow Through","no","","","2022-04-13","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BCPGC33WR1-W","STIC-BCPGC33WR0-W","Flow Through","no","","","2022-04-13","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BCPGC32NR1-W","STIC-BCPGC32NR0-W","Flow Through","no","","","2022-05-13","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BCPGC23WR1-W","STIC-BCPGC23WR0-W","Flow Through","no","","","2022-04-13","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BCPGC22NR1-W","STIC-BCPGC22NR0-W","Flow Through","no","","","2022-04-13","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BCPGC11CR1-W","STIC-BCPGC11CR0-W","Flow Through","no","","","2022-04-13","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"DUS-BSAPMCR3-EFSC","DUS-BSAPMCR2-E","Immediately","no","","","2022-05-09","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"DUS-BSFS30R3-EFSC","DUS-BSFS30R2-E","Immediately","no","","","2022-05-17","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"DUS-BSMCFR5-EFSC","DUS-BSMCFR4-E","Immediately","no","","","2022-05-23","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"DUS-BSTUCR5-EFSC","DUS-BSTUCR4-E","Immediately","no","","","2022-05-09","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"TUBE-LBBCL15R3-W","TUBE-LBBCL15R2-W","Flow Through","no","","","2022-05-17","","RAPID PLAST INDONESIA, PT","RAPID PLAST INDONESIA, PT","Draft"
"TUBE-LBBCN15R3-W","TUBE-LBBCN15R2-W","Flow Through","no","","","2022-05-17","","RAPID PLAST INDONESIA, PT","RAPID PLAST INDONESIA, PT","Draft"
"DUS-CHCL1R2-MO","DUS-CHCL1R1-MO","Flow Through","no","","","2022-04-07","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-CHCL2R2-MO","DUS-CHCL2R1-MO","Flow Through","no","","","2022-04-07","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA, CV","Draft"
"DUS-CHCL3R2-MO","DUS-CHCL3R1-MO","Flow Through","no","","","2022-04-07","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-CHCL4R2-MO","DUS-CHCL4R1-MO","Flow Through","no","","","2022-04-07","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-CHCL5R2-MO","DUS-CHCL5R1-MO","Flow Through","no","","","2022-04-07","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-CHCL6R2-MO","DUS-CHCL6R1-MO","Flow Through","no","","","2022-04-07","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"EBM-BSEDAR2-MO","EBM-BSEDAR1-MO","Flow Through","no","","","","","","ELEGANT BEST INVESTMENT LTD.","Draft"
"EBM-BSEDCLR2-MO","EBM-BSEDCLR1-MO","Flow Through","no","","","","","","ELEGANT BEST INVESTMENT LTD.","Draft"
"EBM-BSEDMR2-MO","EBM-BSEDMR1-MO","Flow Through","no","","","","","","ELEGANT BEST INVESTMENT LTD.","Draft"
"DUS-CHCL7R2-MO","DUS-CHCL7R1-MO","Flow Through","no","","","2022-04-07","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-CHCL8R2-MO","DUS-CHCL8R1-MO","Flow Through","no","","","2022-04-07","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
