"Korporat Code","Factory","Lifecycle"
"M-BSNC-BULK","JTK02","initial"
"BO-CLPBAC-BULK","JTK01","initial"
"BO-R2CLPBBS-BULK","JTK01","initial"
"BO-CLPBCP-BULK","JTK01","initial"
"BO-R2CLPBCC-BULK","JTK01","initial"
"BO-R2CLPBML-BULK","JTK01","initial"
"BO-R2CLPBVB-BULK","JTK01","initial"
"MASK-CLV-BULK","JTK02","initial"
"BBC-HSBBL-BULK","JTK02",""
"BBC-HSBBN-BULK","JTK02",""
"BBC-HSBBC-BULK","JTK02",""
"B-DMCP01-BULK","JTK01",""
"B-DMCP02-BULK","JTK01",""
"B-DMCP03-BULK","JTK01",""
"B-DMCP04-BULK","JTK01",""
"CUS-DM01-BULK","JTK02","initial"
"CUS-DM04-BULK","JTK02","initial"
"CUS-DM02-BULK","JTK02","initial"
"CUS-DM03-BULK","JTK02","initial"
"CUS-DM05-BULK","JTK02","initial"
"CUS-DM06-BULK","JTK02","initial"
"L-RGS01-BULK","","initial"
"L-RGS02-BULK","","initial"
"L-RGS03-BULK","","initial"
"L-RGS04-BULK","","initial"
"L-RGS05-BULK","","initial"
"L-GS06-BULK","JTK02","initial"
"L-GS07-BULK","JTK02","initial"
"L-GS08-BULK","JTK02","initial"
"L-GS09-BULK","JTK02","initial"
"L-GS10-BULK","JTK02","initial"
"LB-LMMC-BULK","JTK04",""
"LB-LMOR-BULK","JTK04",""
"LB-LMPR-BULK","JTK04",""
"L-MC01-BULK","JTK04",""
"L-MC02-BULK","JTK04",""
"L-MC03-BULK","JTK04",""
"L-MC05-BULK","JTK04",""
"FT-MPBHA-BULK","JTK02",""
"SRM-MPAOC-BULK","JTK02","initial"
"FW-RPHAS-BULK","JTK02","initial"
"SRM-RASSE-BULK","JTK02","initial"
"L-NLCALE1REG-BULK","JTK04","initial"
"L-NLCALE1-BULK","JTK04","initial"
"L-NLCBLE2-BULK","JTK04","initial"
"L-NLCCLE3REG-BULK","JTK04","initial"
"L-NLCCLE3-BULK","JTK04","initial"
"L-NLCDLE4-BULK","JTK04","initial"
"L-NLCELE5-BULK","JTK04","initial"
"L-NLCXCA-BULK","JTK04","initial"
"L-NLCXCB-BULK","JTK04","initial"
"L-NLCXCC-BULK","JTK04","initial"
"PRM-PR-BULK","JTK02",""
"EB-SMUEMC-BULK","JTK04",""
"SS-SBAT30-BULK","JTK02",""
"SS-SBAS-BULK","JTK02","initial"
"M-SP-BULK","JTK02",""
"EL-ELT-BULK","JTK02","initial"
"EL-ELT-EM","JTK02","new product"
"L-LLS01-BULK","JTK02",""
"L-LLS02-BULK","JTK04",""
"L-LLS03-BULK","JTK04",""
"L-LLS04-BULK","JTK02",""
"EMUL-EMPL-X","","initial"
"SUNP-EPU-2X-X","",""
"SAMP-ELS7P-X","",""
"PEN-EUXK900-X","",""
"ES-EP01-W-03-BULK","JTK01",""
"ES-W1A-01 BULK","JTK01",""
"ES-W1A-02 BULK","JTK01",""
"ES-W1A-03 BULK","JTK01",""
"ES-W1B-01 BULK","JTK01",""
"ES-W1B-02 BULK","JTK01",""
"ES-W1B-03 BULK","JTK01",""
"ES-W1D-01 BULK","JTK01",""
"ES-W1D-02 BULK","JTK01",""
"ES-W1D-03 BULK","JTK01",""
"ES-W1E-01 BULK","JTK01",""
"ES-W1E-02 BULK","JTK01",""
"ES-W1E-03 BULK","JTK01",""
"ES-W1F-01 BULK","JTK01",""
"ES-W1F-02 BULK","JTK01",""
"ES-W1F-03 BULK","JTK01",""
"ES-W1G-01 BULK","JTK01",""
"ES-W1G-02 BULK","JTK01",""
"ES-W1G-03 BULK","JTK01",""
"ES-W0H-03 BULK","JTK01",""
"ES-W0I-01 BULK","JTK01",""
"ES-W0I-02 BULK","JTK01",""
"ES-W0I-03 BULK","JTK01",""
"ES-W0J-01 BULK","JTK01",""
"ES-W0J-02 BULK","JTK01",""
"ES-W0J-03 BULK","JTK01",""
"ES-W0K-03 BULK","JTK01",""
"ES-W0L-01 BULK","JTK01",""
"ES-W0L-02 BULK","JTK01",""
"ES-W0L-03 BULK","JTK01",""
"ES-W0M-01 BULK","JTK01",""
"ES-W0M-02 BULK","JTK01",""
"ES-W0M-03 BULK","JTK01",""
"ES-W0N-01 BULK","JTK01",""
"ES-W0N-02 BULK","JTK01",""
"ES-W0N-03 BULK","JTK01",""
"P-ELFAP-W","JTK06","initial"
"P-ELFAY-W","JTK06","initial"
"P-ELFBG-W","JTK06","initial"
"P-ELFBP-W","JTK06","initial"
"P-ELFBY-W","JTK06","initial"
"RD-ETAP-W","","initial"
"HBL-ETBMC-BULK","JTK02","initial"
"HBL-ETBMCN2-W","JTK02","new product"
"HBW-ETBWC-BULK","JTK02",""
"HBW-ETBWC-W","JTK02","new product"
"HBW-ETBWCN2-W","JTK02","new product"
"HBL-ETBMA-BULK","JTK02","initial"
"HBL-ETBMAN2-W","JTK02","new product"
"HBW-ETBWA-BULK","JTK02",""
"HBW-ETBWA-W","JTK02","new product"
"HBW-ETBWAN2-W","JTK02","new product"
"RD-ETEP-W","","initial"
"HBL-ETBMB-BULK","JTK02","initial"
"HBL-ETBMBN2-W","JTK02","new product"
"HBW-ETBWB-BULK","JTK02",""
"HBW-ETBWB-W","JTK02","new product"
"HBW-ETBWBN2-W","JTK02","new product"
"RD-ETMB-BULK","JTK02","initial"
"RD-ETMB-W","JTK02","initial"
"RD-ETSD-BULK","","initial"
"RD-ETSD-W","JTK02","initial"
"GWP-ERDPA-BULK","","initial"
"GWP-ERDPB-BULK","","initial"
"RD-ETSU-W","","initial"
"HBL-ETBME-BULK","JTK02","initial"
"HBL-ETBMEN2-W","JTK02","new product"
"HBW-ETBWE-BULK","JTK02",""
"HBW-ETBWE-W","JTK02","new product"
"HBW-ETBWEN2-W","JTK02","new product"
"HBL-ETBMD-BULK","JTK02","initial"
"HBW-ETBWD-BULK","JTK02",""
"HBW-ETBWD-W","JTK02","new product"
"HBL-ETBMDN2-W","JTK02","new product"
"HBW-ETBWDN2-W","JTK02","new product"
"SUCR-AC01-X","",""
"A-EDSM80-X","","initial"
"SAMP-ECPGSX-X","",""
"SAMP-ECBTS-X","",""
"SCRU-ECBTS-X","",""
"GLYC--ECOS-K","",""
"ACTI-ECFA-X","",""
"CETY---K","",""
"STA-1898F-X","",""
"STA--C18-K","",""
"SAMP-EC702C-X","",""
"SURF-EC702C-X","",""
"SAMP-EDWS-X","",""
"EMUL-EDNC129M-X","",""
"STEA-EDRMMY-X","",""
"STEA-A-EST05M","",""
"CHE-EDTABD-X","","initial"
"ELD-PS203-X","",""
"EMU-EPSR-X","",""
"SILI-D2-TSFST-K","",""
"SILI-TSF3-","",""
"SILI-4515-","",""
"EMAL---K","",""
"EMAL-AD25-X","",""
"EM-E3201M-X","",""
"EMU-CSAL-X","",""
"FM-2IN1S-EM","JTK02","existing"
"P-3SFTB-EM","JTK06","inactive"
"P-3SHD-EM","","inactive"
"P-3SKMM-EM","","inactive"
"EB-ABBL-EM1.2GR","JTK06","existing"
"EB-ABBR-EM1.2GR","JTK06","existing"
"FMI-AV-EM","JTK02","existing"
"HBL-AVG-EM","JTK02","existing"
"HBL-AVG-BULK","JTK02",""
"HS-AVHGN2-EM","JTK02","to be discontinued"
"HS-AVHG-EM","JTK02","to be discontinued"
"HS-AVHSN2-EM","JTK02","to be discontinued"
"HS-AVHS-EM","JTK02","to be discontinued"
"HS-AVHS-BULK","JTK02",""
"FS-AJ-EM60ML","JTK02","existing"
"FM-AIS-EM30G","JTK02","existing"
"FM-AH-EM60ML","JTK02","existing"
"FM-AH-BULK","JTK02",""
"BUT-BR-EM100ML","","inactive"
"B-BMCF1-EM14GR","JTK01","inactive"
"B-BMCLB2-EM14GR","JTK01","inactive"
"B-BMCA3-EM14GR","JTK01","inactive"
"B-BMCE4-EM14GR","JTK01","inactive"
"CUS-BWM01-EM","JTK06","to be discontinued"
"CUS-BWM02-EM","JTK06","to be discontinued"
"CUS-BWM03-EM","JTK06","to be discontinued"
"CUS-BWM04-EM","JTK06","to be discontinued"
"B-RBMLP01-EM","JTK01","existing"
"B-BMLPF1-EM8GR","JTK01","inactive"
"B-RBMLP02-EM","JTK01","existing"
"B-BMLPLB2-EM8GR","JTK01","inactive"
"B-RBMLP03-EM","JTK01","existing"
"B-BMLPA3-EM8GR","JTK01","inactive"
"B-RBMLP04-EM","JTK01","existing"
"B-BMLPE4-EM8GR","JTK01","inactive"
"F-BWMM01-BULK","JTK02",""
"F-BWMM01-EM","JTK02","existing"
"F-BWMM02-BULK","JTK02",""
"F-BWMM02-EM","JTK02","existing"
"F-BWMM03-BULK","JTK02",""
"F-BWMM03-EM","JTK02","existing"
"F-BWMM04-BULK","JTK02",""
"F-BWMM04-EM","JTK02","existing"
"BBC-BBC-BULK","JTK02",""
"BBC-BBC-EM20ML","JTK02","to be discontinued"
"BBC-BBL-EM20ML","JTK02","to be discontinued"
"BBC-BBN-EM20ML","JTK02","to be discontinued"
"BP-BMISN2-EM","JTK02","existing"
"BP-BMIS-EM80ML","JTK02","to be discontinued"
"BP-BMSSN2-EM","JTK02","existing"
"BP-BMSS-EM80ML","JTK02","to be discontinued"
"BP-BMPDN2-EM","JTK02","existing"
"BP-BMPD-EM80ML","JTK02","to be discontinued"
"BP-BMRFN2-EM","JTK02","existing"
"BP-BMRF-EM80ML","JTK02","to be discontinued"
"BSC-KW-EM100ML","JTK02","inactive"
"BSC-PA-EM100ML","JTK02","inactive"
"BSC-WM-EM100ML","JTK02","to be discontinued"
"HBL-KW-EM100ML","JTK02","to be discontinued"
"HBL-PA-EM100ML","JTK02","inactive"
"HBL-WM-EM100ML","JTK02","to be discontinued"
"P-BSB-EM","JTK06","inactive"
"MA-BSE-EM","JTK06","existing"
"MA-RBSE-EM","JTK02","initial"
"FT-BSE-EM","JTK02","new product"
"FS-BSFS-EM","JTK02","existing"
"SRM-BSS-EM","JTK02","existing"
"SRM-RBSS-EM","JTK02","initial"
"SRM-RBSSN2-EM","JTK02","initial"
"SRM-BSSN2-EM","JTK02","existing"
"FT-RBST-EM","JTK02","initial"
"FT-BST-EM","JTK02","existing"
"FT-RBSTN2-EM","JTK02","initial"
"FT-BSTN2-EM","JTK02","new product"
"P-BSFTRRP-EM","JTK02","to be discontinued"
"FT-TBS-BULK","JTK02",""
"FW-BSN2-EM","JTK02","existing"
"FW-RBSN2-EM","JTK02","initial"
"FW-RBS-EM","JTK02","initial"
"FW-BS-EM50ML","JTK02","existing"
"P-BSFWRRP-EM","JTK02","existing"
"B-BSLP-BULK","JTK01",""
"B-RBSLP-EM","JTK01","initial"
"B-BSLP-EM","JTK01","existing"
"REM-RBSMW-BULK","JTK02",""
"REM-RRBSMWN1-EM","JTK02","initial"
"REM-RBSMWN1-EM","JTK02","existing"
"REM-RBSMWN2-EM","JTK02","existing"
"REM-RRBSMWN2-EM","JTK02","initial"
"M-BSC-BULK","JTK02",""
"M-BSC-EM","JTK02","existing"
"M-RBSC-EM","JTK02","initial"
"M-BSNC-EM","JTK02","new product"
"M-BSTUC-EM","JTK02","existing"
"M-RBSTUC-EM","JTK02","initial"
"FW-BSW-BULK","JTK02",""
"FW-BSW-EM","JTK02","existing"
"FW-BSACNE-EM","JTK02","existing"
"FW-BSACNEN2-EM","JTK02","existing"
"FW-BSACNE-BULK","JTK02",""
"M-BSACNE-BULK","JTK02",""
"M-BSACNE-EM","JTK02","existing"
"BRUS-EBS-EM","JTK06","existing"
"FM-B7DM-EM","JTK06","existing"
"P-BSFSBSFW-EM","JTK06","new product"
"P-BSFSSBAT30-EM","JTK06","new product"
"L-CM16KCC-W","JTK06","inactive"
"L-CM17KCC-W","JTK06","inactive"
"L-CM18KCC-W","JTK06","inactive"
"L-CM19KCC-W","JTK06","inactive"
"FM-CTCMP-EM","JTK02","to be discontinued"
"FM-CTCMP-BULK","JTK02",""
"FM-CTWOGT-EM","JTK02","to be discontinued"
"FM-CTWOGT-BULK","JTK02",""
"FM-CTWOH-EM","JTK02","to be discontinued"
"FM-CTWOH-BULK","JTK02",""
"FM-CTGMC-BULK","JTK02",""
"FM-CTGMC-EM","JTK02","to be discontinued"
"FM-CTGMR-EM","JTK02","to be discontinued"
"FM-CTGMR-BULK","JTK02",""
"BO-CLBSPE-BULK","JTK04",""
"BO-CLBSPE-EM","JTK04","existing"
"BO-CLBSPI-BULK","JTK04",""
"BO-CLBSPI-EM","JTK04","existing"
"BO-CLBBPS-BULK","JTK04",""
"BO-CLBBPB-BULK","JTK04",""
"BO-CLBBPW-EM","JTK04","new product"
"BO-CLBBPS-EM","JTK04","new product"
"BO-CLBBPB-EM","JTK04","new product"
"BO-CLCA-EM","","inactive"
"BO-CLCB-EM","","inactive"
"BO-CLCNB-EM10ML","JTK02","existing"
"BO-CLCPE-EM10ML","JTK02","existing"
"BO-CLCPI-EM10ML","JTK02","existing"
"BO-CLCVI-EM10ML","JTK02","existing"
"FA-CLHP-EM","JTK01","existing"
"BO-CLBSNT-BULK","JTK04",""
"BO-CLBSNT-EM","JTK04","existing"
"BO-CLPBAC-EM","JTK01","new product"
"BO-R2CLPBBS-EM","JTK01","initial"
"BO-CLPPB-EM3.5GR","JTK01","existing"
"BO-CLPPMCB-EM3.5GR","JTK01","existing"
"BO-CLPBCP-EM","JTK01","new product"
"BO-R2CLPBCC-EM","JTK01","initial"
"BO-CLPPCCC-EM3.5GR","JTK01","existing"
"BO-R2CLPBML-EM","JTK01","initial"
"BO-CLPPPML-EM3.5GR","JTK01","existing"
"BO-CLPCS-EM3.5GR","JTK01","existing"
"BO-R2CLPBVB-EM","JTK01","initial"
"BO-CLPPTVB-EM3.5GR","JTK01","existing"
"BUT-CF-EM100ML","","inactive"
"TC-CCB-EM12GR","JTK01","to be discontinued"
"TC-CCL-EM12GR","JTK01","to be discontinued"
"TC-CCM-EM12GR","JTK01","to be discontinued"
"TC-CCP-EM12GR","JTK01","to be discontinued"
"CCC-CCL-EM20ML","JTK02","to be discontinued"
"CCC-CCN-EM20ML","JTK02","to be discontinued"
"FM-CMB-EM","JTK02","existing"
"FM-CMSC-EM","JTK02","existing"
"FM-CMSC-BULK","JTK02",""
"FM-CMSS-BULK","JTK02",""
"FM-CMSS-EM","JTK02","existing"
"HBL-CA-EM100ML","","inactive"
"HBL-CP-EM100ML","","inactive"
"MASK-CLV-EM","JTK02","new product"
"FM-SL-BULK","JTK02",""
"FM-SL-EM60ML","JTK02","existing"
"L-CM01-BULK","JTK04",""
"L-CM01-EM5.5GR","JTK04","existing"
"L-CM02-BULK","JTK04",""
"L-CM02-EM5.5GR","JTK04","existing"
"L-CM03-BULK","JTK04",""
"L-CM03-EM5.5GR","JTK04","existing"
"L-CM04-EM5.5GR","JTK04","existing"
"L-CM04-BULK","JTK04",""
"L-CM05-BULK","JTK04",""
"L-CM05-EM5.5GR","JTK04","existing"
"L-CM06-BULK","JTK04",""
"L-CM06-EM5.5GR","JTK04","existing"
"L-CM07-BULK","JTK04",""
"L-CM07-EM5.5GR","JTK04","existing"
"L-CM08-BULK","JTK04",""
"L-CM08-EM5.5GR","JTK04","existing"
"L-CM09-BULK","JTK04",""
"L-CM09-EM5.5GR","JTK04","existing"
"L-CM10-BULK","JTK04",""
"L-CM10-EM5.5GR","JTK04","existing"
"L-CM11-BULK","JTK04",""
"L-CM11-EM5.5GR","JTK04","existing"
"L-CM12-BULK","JTK04",""
"L-CM12-EM5.5GR","JTK04","existing"
"L-CM13-BULK","JTK04",""
"L-CM13-EM5.5GR","JTK04","existing"
"L-CM14-BULK","JTK04",""
"L-CM14-EM5.5GR","JTK04","existing"
"L-CM15-BULK","JTK04",""
"L-CM15-EM5.5GR","JTK04","existing"
"L-CM16-BULK","JTK04",""
"L-CM16-EM5.5GR","JTK04","existing"
"L-CM17-BULK","JTK04",""
"L-CM17-EM5.5GR","JTK04","existing"
"L-CM18-BULK","JTK04",""
"L-CM18-EM5.5GR","JTK04","existing"
"L-CM19-BULK","JTK04",""
"L-CM19-EM5.5GR","JTK04","existing"
"L-CMCL-EM5GR","JTK04","inactive"
"L-CMFW-EM5GR","JTK04","inactive"
"L-CMJB-EM5GR","JTK04","inactive"
"L-CMME01-BULK","JTK04",""
"L-CMME01-EM","JTK04","to be discontinued"
"L-CMME02-BULK","JTK04",""
"L-CMME02-EM","JTK04","to be discontinued"
"L-CMME03-EM","JTK04","to be discontinued"
"CM-CML-EM50ML","JTK02","existing"
"LT-CR01-BULK","JTK04",""
"LT-CR01-EM","JTK04","existing"
"LT-CR02-BULK","JTK04",""
"LT-CR02-EM","JTK04","existing"
"LT-CR03-BULK","JTK04",""
"LT-CR03-EM","JTK04","existing"
"LT-CR04-BULK","JTK04",""
"LT-CR04-EM","JTK04","existing"
"LT-CR05-BULK","JTK04",""
"LT-CR05-EM","JTK04","existing"
"LT-CR06-BULK","JTK04",""
"LT-CR06-EM","JTK04","inactive"
"LT-CR07-BULK","JTK04",""
"LT-CR07-EM","JTK04","inactive"
"LT-CR08-EM","JTK04","inactive"
"L-CMP1-EM3.8GR","JTK04","inactive"
"BBC-HSBBL-EM","JTK02","new product"
"BBC-HSBBN-EM","JTK02","new product"
"BBC-HSBBC-EM","JTK02","new product"
"B-DMCP01-EM","JTK01","new product"
"B-DMCP02-EM","JTK01","new product"
"B-DMCP03-EM","JTK01","new product"
"B-DMCP04-EM","JTK01","new product"
"CUS-DM01-EM","JTK02","new product"
"CUS-DM04-EM","JTK02","new product"
"CUS-DM02-EM","JTK02","new product"
"CUS-DM03-EM","JTK02","new product"
"CUS-DM05-EM","JTK02","new product"
"CUS-DM06-EM","JTK02","new product"
"B-DMLP01-BULK","JTK01",""
"B-DMLP01-EM","JTK01","existing"
"B-DMLP02-BULK","JTK01",""
"B-DMLP02-EM","JTK01","existing"
"MUR-DIS-EM50ML","JTK02","existing"
"FW-DBR-EM60ML","JTK02","to be discontinued"
"EB-DABL-EM0.3GR","JTK06","to be discontinued"
"EB-DABR-EM0.3GR","JTK06","to be discontinued"
"FW-DBL-EM60ML","JTK02","to be discontinued"
"FT-DTM-EM50ML","JTK02","existing"
"EL-EDCPBL-EM0.2GR","JTK06","existing"
"EL-EDCPBR-EM0.2GR","JTK06","to be discontinued"
"EL-EDCPDP-EM0.2GR","JTK06","inactive"
"EL-EDPBL-EM1GR","JTK06","existing"
"EL-EDPB-EM1GR","JTK06","to be discontinued"
"EL-EDPBR-EM1GR","JTK06","existing"
"EL-EDPG-EM1GR","JTK06","to be discontinued"
"EL-EDPPP-EM1GR","JTK06","inactive"
"P-FE-EM","","inactive"
"P-FP-EM","JTK06","initial"
"P-FB-EM","JTK06","new product"
"L-GS01-BULK","JTK02",""
"L-GS01-EM","JTK02","existing"
"L-RGS01-EM","JTK02","initial"
"L-GS02-BULK","JTK02",""
"L-RGS02-EM","JTK02","initial"
"L-GS02-EM","JTK02","existing"
"L-GS03-BULK","JTK02",""
"L-RGS03-EM","JTK02","initial"
"L-GS03-EM","JTK02","existing"
"L-GS04-BULK","JTK02",""
"L-RGS04-EM","JTK02","initial"
"L-GS04-EM","JTK02","existing"
"L-GS05-BULK","JTK02",""
"L-GS05-EM","JTK02","existing"
"L-RGS05-EM","JTK02","initial"
"L-GS06-EM","JTK02","initial"
"L-GS07-EM","JTK02","initial"
"L-GS08-EM","JTK02","initial"
"L-GS09-EM","JTK02","initial"
"L-GS10-EM","JTK02","initial"
"FM-GS-EM60ML","JTK02","existing"
"FM-MGT-EM60ML","JTK02","existing"
"P-RM-EM","JTK06","new product"
"P-RD-EM","JTK06","new product"
"P-RS-EM","JTK06","new product"
"P-CMM-EM","","inactive"
"P-CRT-EM","","inactive"
"L-CUSH01-BULK","JTK02",""
"L-CUSH01-EM","JTK04","existing"
"L-CUSH02-BULK","JTK02",""
"L-CUSH02-EM","JTK04","existing"
"L-CUSH03-BULK","JTK02",""
"L-CUSH03-EM","JTK04","existing"
"L-CUSH04-BULK","JTK02",""
"L-CUSH04-EM","JTK04","existing"
"L-CUSH05-BULK","JTK02",""
"L-CUSH05-EM","JTK04","existing"
"L-CUSH06-BULK","JTK02",""
"L-CUSH06-EM","JTK04","existing"
"LB-LM-BULK","JTK04",""
"LB-LM-EM","JTK04","to be discontinued"
"LB-LMPB-EM","JTK04","existing"
"LB-LMMC-EM","JTK04","new product"
"LB-LMOR-EM","JTK04","new product"
"LB-LMPR-EM","JTK04","new product"
"P-BQP-EM","","inactive"
"P-BFC-EM","","inactive"
"P-GIG-EM","","inactive"
"P-YGG-EM","","inactive"
"REM-LTWO-EM10ML","JTK02","existing"
"P-L1E-EM","","inactive"
"P-L2E-EM","","inactive"
"L-LSBN-EM4.5ML","JTK04","to be discontinued"
"L-LSBN-BULK","JTK04",""
"L-LSCP-EM4.5ML","JTK04","to be discontinued"
"L-LSCP-BULK","JTK04",""
"L-LSCR-EM4.5ML","JTK04","to be discontinued"
"L-LSCR-BULK","JTK04",""
"L-LSWB-EM4.5ML","JTK04","to be discontinued"
"L-LSWB-BULK","JTK04",""
"LT-MPSR-EM5.5ML","JTK02","existing"
"LT-MPSG-EM5.5ML","JTK02","existing"
"LT-MPSM-EM5.5ML","JTK02","existing"
"LT-MP04-EM","JTK02","existing"
"LT-MP05-EM","JTK02","existing"
"LT-MP06-EM","JTK02","existing"
"FM-MAV-EM","JTK06","to be discontinued"
"FM-MBLU-EM","JTK06","existing"
"FM-MCAC-EM","JTK06","existing"
"FM-MCHAM-EM","JTK06","inactive"
"FM-MCHAR-EM","JTK06","existing"
"FM-MGRA-EM","JTK06","existing"
"FM-MPO-EM","JTK06","existing"
"FM-MRI-EM","JTK06","existing"
"FM-MSSO-EM","JTK06","to be discontinued"
"FM-MTTO-EM","JTK06","existing"
"P-ME-EM","","inactive"
"L-MC01-EM","JTK04","new product"
"L-MC02-EM","JTK04","new product"
"L-MC03-EM","JTK04","new product"
"L-MC04-EM","JTK04","new product"
"L-MC04-BULK","JTK04",""
"L-MC05-EM","JTK04","new product"
"L-MC06-BULK","JTK04",""
"L-MC06-EM","JTK04","new product"
"REM-MWDC-EM100ML","JTK02","to be discontinued"
"REM-MWBS-EM100ML","JTK02","to be discontinued"
"M-IAB-EM50ML","JTK02","existing"
"FT-PHAS-BULK","JTK02",""
"FW-PHAS-BULK","JTK02",""
"SRM-ASSE-BULK","JTK02",""
"P-MP-EM","","inactive"
"M-MPNG-BULK","JTK02",""
"FW-MPC-EM","JTK02","inactive"
"FT-MPBHA-EM","JTK02","new product"
"SRM-MPAOC-EM","JTK02","new product"
"FT-PHASN2-BULK","JTK02",""
"FT-RPHASN2-EM","JTK02","new product"
"FT-PHASN2-EM","JTK02","to be discontinued"
"FT-PHAS-EM50ML","JTK02","to be discontinued"
"FT-PHASN1-EM","JTK02","new product"
"FW-RPHAS-EM","JTK02","initial"
"FW-PHAS-EM50ML","JTK02","existing"
"M-RPHAG-BULK","JTK02","initial"
"M-RPHAG-EM","JTK02","new product"
"M-PHAG-EM20ML","JTK02","existing"
"SRM-RASSE-EM","JTK02","new product"
"SRM-ASSE-EM10ML","JTK02","existing"
"M-MPNG-EM","JTK02","new product"
"LB-MFT01SQ-EM2.5GR","JTK06","inactive"
"LB-MFT01SQAD-EM2.5GR","","inactive"
"LB-MFT02LQ-EM2.5GR","JTK06","to be discontinued"
"LB-MFT02LQAD-EM2.5GR","","inactive"
"LB-MFT03PQ-EM2.5GR","JTK06","inactive"
"LB-MFT03PQAD-EM2.5GR","","inactive"
"LB-MFT04SQ-EM2.5GR","JTK06","inactive"
"LB-MFT04SQAD-EM2.5GR","","inactive"
"LB-MFT05DQ-EM2.5GR","JTK06","to be discontinued"
"LB-MFT05DQAD-EM2.5GR","","inactive"
"LB-MFT06SQ-EM2.5GR","JTK06","to be discontinued"
"LB-MFT06SQAD-EM2.5GR","","inactive"
"LB-MFT07IQ-EM2.5GR","JTK06","inactive"
"LB-MFT08SQ-EM2.5GR","JTK06","inactive"
"LB-MFT09PQ-EM2.5GR","JTK06","inactive"
"LB-MFT10RQ-EM2.5GR","JTK06","inactive"
"FW-NFSBSE-EM","JTK02","initial"
"FW-NSBS-EM","JTK02","initial"
"P-NSBSI-EM","","initial"
"P-NSBSE-EM","JTK02","initial"
"M-NSBSC-EM","JTK02","initial"
"FW-NFSBSACNE15-EM","JTK02","initial"
"L-NFSCM01-EM","JTK04","initial"
"L-NFSCM08-EM","JTK04","initial"
"B-NFSDMCP01-EM","JTK01","initial"
"B-NFSDMCP02-EM","JTK01","initial"
"LT-NFSMP03-EM","JTK02","initial"
"P-NSPH-EM","","initial"
"P-NSPHE-EM","","initial"
"P-NSPHI-EM","JTK02","initial"
"SRM-NFSAN2-EM","JTK02","initial"
"FT-NFSAN2-EM","JTK02","initial"
"L-NFSNLCB-EM","JTK04","initial"
"L-NFSNLCC-EM","JTK04","initial"
"SS-NFSSBAT30-EM","JTK02","initial"
"P-NSBS-EM","JTK02","initial"
"P-NSTESCKE-EM","","initial"
"P-NSTESCKI-EM","","initial"
"NPOL-WB01TT-EM5ML","JTK06","inactive"
"NPOL-WB02BR-EM5ML","JTK06","inactive"
"NPOL-WB03MB-EM5ML","JTK06","inactive"
"NPOL-WB04YT-EM5ML","JTK06","inactive"
"NPOL-WB05WS-EM5ML","JTK06","to be discontinued"
"NPOL-WB06WC-EM5ML","JTK06","inactive"
"NPOL-WB07TP-EM5ML","JTK06","to be discontinued"
"NPOL-WB08CFF-EM5ML","JTK06","inactive"
"NPOL-WB09FC-EM5ML","JTK06","inactive"
"NPOL-WB11LF-EM5ML","JTK06","to be discontinued"
"NPOL-WB12SK-EM5ML","JTK06","inactive"
"NPOL-WB13GG-EM5ML","JTK06","inactive"
"NPOL-WB14PS-EM5ML","JTK06","inactive"
"NPOL-WB15SH-EM5ML","JTK06","inactive"
"NPOL-WB16BD-EM5ML","JTK06","to be discontinued"
"NPOL-WB17WW-EM5ML","JTK06","inactive"
"NPOL-WB18FC-EM5ML","JTK06","inactive"
"NPOL-WB19DS-EM5ML","JTK06","inactive"
"FW-AN1-BULK","JTK02",""
"FW-AN1-EM","JTK02","new product"
"M-AN1-BULK","JTK02",""
"M-AN1-EM","JTK02","new product"
"SRM-AN1-BULK","JTK02",""
"SRM-AN1-EM","JTK02","new product"
"FT-AN1-BULK","JTK02",""
"FT-AN1-EM","JTK02","new product"
"L-OSK01TMP-EM3.4GR","","inactive"
"L-OSK02CR-EM3.4GR","","inactive"
"L-OSK03PC-EM3.4GR","","inactive"
"L-OSK04FP-EM3.4GR","","inactive"
"L-OSK05CP-EM3.4GR","JTK04","inactive"
"L-OSK06JJ-EM3.4GR","","inactive"
"L-OSK07JB-EM3.4GR","JTK04","inactive"
"L-OSK08FC-EM3.4GR","JTK04","inactive"
"L-OSK09OS-EM3.4GR","JTK04","inactive"
"L-OSK10PB-EM3.4GR","JTK04","inactive"
"LB-STSPB-BULK","JTK04",""
"LB-STSPB-EM","JTK04","existing"
"LB-STSPC-BULK","JTK04",""
"LB-STSPC-EM","JTK04","existing"
"L-GPC1-EM3.8GR","JTK04","inactive"
"L-GNF2-EM3.8GR","JTK04","inactive"
"L-GPP3-EM3.8GR","JTK04","inactive"
"L-GOS4-EM3.8GR","JTK04","inactive"
"P-BB-EM","","inactive"
"P-CL-EM","","inactive"
"P-PMUK-EM","","inactive"
"P-JS-EM","","inactive"
"P-NATNP-EM","","inactive"
"P-PP-EM","","inactive"
"P-SP-EM","","inactive"
"P-ST-EM","","inactive"
"ES-PRPBS-EM3.3GR","JTK01","existing"
"ES-PRPBK-EM3.3GR","JTK01","existing"
"ES-PRPCB-EM3.3GR","JTK01","existing"
"ES-PRPFD-EM3.3GR","JTK01","inactive"
"ES-PRPGI-EM3.3GR","JTK01","existing"
"ES-PRPNS-EM3.3GR","JTK01","existing"
